"","Date","Province","negative","presumptive_negative","under_investigation","presumptive_positive","confirmed_positive","resolved","deceased","total_testing","Hospitalization","ICU","Ventilator","source","Note","SourceNewTests","SourceTotalTests","SourceNewConfirmations","SourceCumConfirmations","calcTotal","bestTotal","cumConfirmations","newConfirmations","newTests","prop"
"738",2020-03-04,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"739",2020-03-05,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"740",2020-03-06,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"741",2020-03-07,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"742",2020-03-08,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"743",2020-03-09,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"744",2020-03-10,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"745",2020-03-11,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"746",2020-03-12,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"747",2020-03-13,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"748",2020-03-14,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"749",2020-03-15,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"750",2020-03-16,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"751",2020-03-17,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"752",2020-03-18,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"753",2020-03-19,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"754",2020-03-20,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"755",2020-03-21,"NT",NA,NA,NA,NA,1,NA,NA,299,NA,NA,NA,"https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19",NA,NA,NA,NA,NA,1,299,1,1,299,0.00334448160535117
"756",2020-03-22,"NT",NA,NA,NA,NA,1,NA,NA,370,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,370,1,0,71,0
"757",2020-03-23,"NT",NA,NA,NA,NA,1,NA,NA,370,NA,NA,NA,"Input","TODO: Server down",NA,NA,NA,NA,1,370,1,0,NA,NA
"758",2020-03-24,"NT",NA,NA,176,NA,1,NA,NA,492,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,492,1,0,122,0
"759",2020-03-25,"NT",NA,NA,209,NA,1,NA,NA,533,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,533,1,0,41,0
"760",2020-03-26,"NT",NA,NA,295,NA,1,NA,NA,559,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,559,1,0,26,0
"761",2020-03-27,"NT",NA,NA,307,NA,1,NA,NA,607,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,607,1,0,48,0
"762",2020-03-28,"NT",NA,NA,221,NA,1,NA,NA,762,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,762,1,0,155,0
"763",2020-03-29,"NT",NA,NA,212,NA,1,NA,NA,817,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1,817,1,0,55,0
"764",2020-03-30,"NT",832,NA,215,NA,1,NA,NA,833,NA,NA,NA,"Input",NA,NA,NA,NA,NA,833,833,1,0,16,0
"765",2020-03-31,"NT",909,NA,181,NA,1,NA,NA,910,NA,NA,NA,"Input",NA,NA,NA,NA,NA,910,910,1,0,77,0
"766",2020-04-01,"NT",977,NA,130,NA,2,NA,NA,979,NA,NA,NA,"Input","pending doesn't count as total, total here is completed test",NA,NA,NA,NA,979,979,2,1,69,0.0144927536231884
"767",2020-04-02,"NT",994,NA,171,NA,2,NA,NA,996,NA,NA,NA,"Input","updated 9am",NA,NA,NA,NA,996,996,2,0,17,0
"768",2020-04-03,"NT",1137,NA,117,NA,4,1,NA,1141,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1141,1141,4,2,145,0.0137931034482759
"769",2020-04-04,"NT",1200,NA,76,NA,4,1,NA,1204,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1204,1204,4,0,63,0
"770",2020-04-05,"NT",1251,NA,46,NA,4,1,NA,1255,NA,NA,NA,"Input","Update at 9:00am",NA,NA,NA,NA,1255,1255,4,0,51,0
"771",2020-04-06,"NT",1257,NA,46,NA,5,1,NA,1262,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1262,1262,5,1,7,0.142857142857143
"772",2020-04-07,"NT",1270,NA,103,NA,5,1,NA,1275,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1275,1275,5,0,13,0
"773",2020-04-08,"NT",1294,NA,107,NA,5,1,NA,1299,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1299,1299,5,0,24,0
"774",2020-04-09,"NT",1309,NA,115,NA,5,1,NA,1314,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1314,1314,5,0,15,0
"775",2020-04-10,"NT",1392,NA,77,NA,5,1,NA,1392,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1397,1397,5,0,83,0
"776",2020-04-11,"NT",1429,NA,48,NA,5,1,NA,1429,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1434,1434,5,0,37,0
"777",2020-04-12,"NT",1443,NA,37,NA,5,1,NA,1448,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1448,1448,5,0,14,0
"778",2020-04-13,"NT",1448,NA,33,NA,5,2,NA,1453,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1453,1453,5,0,5,0
"779",2020-04-13,"NT",1448,NA,33,NA,5,2,NA,1453,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1453,1453,5,0,NA,NA
"780",2020-04-14,"NT",1451,NA,52,NA,5,2,NA,1456,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1456,1456,5,0,3,0
"781",2020-04-15,"NT",1459,NA,47,NA,5,2,NA,1464,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1464,1464,5,0,8,0
"782",2020-04-16,"NT",1500,NA,41,NA,5,2,NA,1505,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1505,1505,5,0,41,0
"783",2020-04-17,"NT",1509,NA,52,NA,5,3,NA,1514,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1514,1514,5,0,9,0
"784",2020-04-18,"NT",1525,NA,56,NA,5,3,NA,1530,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1530,1530,5,0,16,0
"785",2020-02-14,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"786",2020-02-15,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"787",2020-02-16,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"788",2020-02-17,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"789",2020-02-18,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"790",2020-02-19,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"791",2020-02-20,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"792",2020-02-21,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"793",2020-02-22,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"794",2020-02-23,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"795",2020-02-24,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"796",2020-02-25,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"797",2020-02-26,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"798",2020-02-27,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"799",2020-02-28,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"800",2020-02-29,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"801",2020-03-01,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"802",2020-03-02,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"803",2020-03-03,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"804",2020-03-04,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"805",2020-03-05,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"806",2020-03-06,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"807",2020-03-07,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"808",2020-03-08,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"809",2020-03-09,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"810",2020-03-10,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"811",2020-03-11,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"812",2020-03-12,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"813",2020-03-13,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"814",2020-03-14,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"815",2020-03-15,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"816",2020-03-16,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"817",2020-03-17,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"818",2020-03-18,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"819",2020-03-19,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"820",2020-03-20,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"821",2020-03-21,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"822",2020-03-22,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"823",2020-03-23,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"824",2020-03-24,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"825",2020-03-25,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"826",2020-03-26,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"827",2020-03-27,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"828",2020-03-28,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"829",2020-03-29,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"830",2020-03-30,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"831",2020-03-31,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"832",2020-04-01,"NU",85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,"https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus","no longer under invest = negative",NA,NA,NA,NA,85,290,0,0,290,0
"833",2020-04-02,"NU",85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,85,290,0,0,NA,NA
"834",2020-04-03,"NU",85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,85,290,0,0,NA,NA
"835",2020-04-04,"NU",85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,85,290,0,0,NA,NA
"836",2020-04-05,"NU",85,NA,205,NA,NA,NA,NA,290,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,85,290,0,0,NA,NA
"837",2020-04-06,"NU",109,NA,247,NA,NA,NA,NA,356,NA,NA,NA,"Input",NA,NA,NA,NA,NA,109,356,0,0,66,0
"838",2020-04-07,"NU",109,NA,247,NA,NA,NA,NA,356,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,109,356,0,0,NA,NA
"839",2020-04-08,"NU",114,NA,255,NA,NA,NA,NA,369,NA,NA,NA,"Input",NA,NA,NA,NA,NA,114,369,0,0,13,0
"840",2020-04-09,"NU",147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,"Input",NA,NA,NA,NA,NA,147,376,0,0,7,0
"841",2020-04-10,"NU",147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,147,376,0,0,NA,NA
"842",2020-04-11,"NU",147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,147,376,0,0,NA,NA
"843",2020-04-12,"NU",147,NA,229,NA,NA,NA,NA,376,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,147,376,0,0,NA,NA
"844",2020-04-13,"NU",181,NA,218,NA,NA,NA,NA,399,NA,NA,NA,"Input",NA,NA,NA,NA,NA,181,399,0,0,23,0
"845",2020-04-14,"NU",181,NA,218,NA,NA,NA,NA,399,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,181,399,0,0,NA,NA
"846",2020-04-15,"NU",190,NA,214,NA,NA,NA,NA,404,NA,NA,NA,"Input",NA,NA,NA,NA,NA,190,404,0,0,5,0
"847",2020-04-16,"NU",190,NA,214,NA,NA,NA,NA,404,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,190,404,0,0,NA,NA
"848",2020-04-17,"NU",199,NA,231,NA,NA,NA,NA,430,NA,NA,NA,"Input",NA,NA,NA,NA,NA,199,430,0,0,26,0
"849",2020-04-18,"NU",199,NA,231,NA,NA,NA,NA,430,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,199,430,0,0,NA,NA
